availability_target_fraction,availability_relation,availability_slope,model_quality,score_noise_sd,expected_score_latent_correlation,nominal_fraction,mean_realized_available_fraction,sd_realized_available_fraction,q025_realized_available_fraction,q975_realized_available_fraction,mean_event_availability_ceiling,sd_event_availability_ceiling,q025_event_availability_ceiling,q975_event_availability_ceiling,mean_naive_top_fraction_effect,sd_naive_top_fraction_effect,q025_naive_top_fraction_effect,q975_naive_top_fraction_effect,mean_availability_effect_at_all_budget,sd_availability_effect_at_all_budget,q025_availability_effect_at_all_budget,q975_availability_effect_at_all_budget,mean_capacity_effect_within_available_subset,sd_capacity_effect_within_available_subset,q025_capacity_effect_within_available_subset,q975_capacity_effect_within_available_subset,mean_availability_main_effect,sd_availability_main_effect,q025_availability_main_effect,q975_availability_main_effect,mean_capacity_main_effect,sd_capacity_main_effect,q025_capacity_main_effect,q975_capacity_main_effect,mean_distortion_top_fraction_minus_fixed_budget,sd_distortion_top_fraction_minus_fixed_budget,q025_distortion_top_fraction_minus_fixed_budget,q975_distortion_top_fraction_minus_fixed_budget,mean_shapley_availability_effect,sd_shapley_availability_effect,q025_shapley_availability_effect,q975_shapley_availability_effect,mean_shapley_capacity_effect,sd_shapley_capacity_effect,q025_shapley_capacity_effect,q975_shapley_capacity_effect,mean_interaction_effect,sd_interaction_effect,q025_interaction_effect,q975_interaction_effect,mean_total_four_cell_effect,sd_total_four_cell_effect,q025_total_four_cell_effect,q975_total_four_cell_effect,mean_naive_delta_true_positive_n,sd_naive_delta_true_positive_n,q025_naive_delta_true_positive_n,q975_naive_delta_true_positive_n,mean_availability_delta_true_positive_n,sd_availability_delta_true_positive_n,q025_availability_delta_true_positive_n,q975_availability_delta_true_positive_n,mean_capacity_delta_true_positive_n,sd_capacity_delta_true_positive_n,q025_capacity_delta_true_positive_n,q975_capacity_delta_true_positive_n,replicates,naive_fixed_budget_sign_reversal,sign_reversal_replicate_fraction,fixed_budget_interval_below_zero,fixed_budget_interval_above_zero,shapley_availability_interval_below_zero,shapley_capacity_interval_below_zero,interaction_interval_below_zero,interaction_interval_above_zero,max_abs_interaction_replicate,mean_abs_interaction,max_abs_identity_error,max_abs_tp_identity_error,max_abs_factorial_identity_error,max_abs_shapley_identity_error
0.5,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.05,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.11360792908124098,0.003407510688498994,0.1074931337155359,0.11965221156089419,0.07695048817381835,0.0038237615908102594,0.06947734642543384,0.08352702252664465,0.036657440907422637,0.0018295273753145618,0.03362016944242095,0.04008192438253273,0.042709329518326046,0.002914651933566805,0.03744197789496852,0.049124236609203065,0.036657440907422637,0.0018295273753145618,0.03362016944242095,0.04008192438253273,0.036657440907422637,0.0018295273753145616,0.033620169442420945,0.04008192438253273,0.059829908846072206,0.0030632088412750422,0.05388095742044597,0.06584202471746764,0.05377802023516878,0.001373717225503823,0.05151639682930983,0.056365603903354135,0.03424115865549229,0.002949525991297362,0.027267673372856606,0.04041326734687098,0.11360792908124098,0.003407510688498994,0.1074931337155359,0.11965221156089419,1134.18,34.698522659437174,1071.375,1198.35,768.21,38.29716211761161,690.95,830.0999999999999,365.97,18.520234634288272,334.425,402.0,100,False,0.0,False,True,False,False,False,True,0.042311974896244546,0.03424115865549229,6.938893903907228e-18,0,1.3877787807814457e-17,1.3877787807814457e-17
0.5,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.1,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.19108384633647046,0.004315133625794309,0.18372983649218136,0.19862240172850376,0.13544864259769474,0.005043101267469587,0.12592852981786226,0.14404790062547826,0.055635203738775695,0.0022797933445747017,0.052101106629394,0.0598613837273008,0.07699019285892632,0.0038132244654479476,0.06977896413288508,0.08338828794075462,0.055635203738775695,0.0022797933445747017,0.052101106629394,0.0598613837273008,0.05563520373877569,0.002279793344574702,0.052101106629394,0.05986138372730079,0.10621941772831052,0.004043611774718781,0.09884922855036268,0.1133116082002841,0.08486442860815993,0.001735574175923592,0.08146365653859294,0.08868066159981286,0.05845844973876844,0.0038136488691423625,0.05126698486725915,0.06514218161588498,0.19108384633647046,0.004315133625794309,0.18372983649218136,0.19862240172850376,1907.63,43.92915669667252,1823.275,1991.625,1352.21,50.62085149481986,1247.65,1434.4999999999998,555.42,22.93653078485158,519.475,598.525,100,False,0.0,False,True,False,False,False,True,0.07062118635590676,0.05845844973876844,1.3877787807814457e-17,0,1.3877787807814457e-17,2.7755575615628914e-17
0.5,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.2,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.3086277434344095,0.0057219601596579595,0.2995850523218663,0.3204201646574625,0.23040908117380038,0.00670834797630649,0.21902361126654524,0.2444900989093783,0.07821866226060915,0.002790466539435567,0.07342964658855099,0.08322737575262891,0.13550224056771024,0.005058935761654768,0.1259229403348041,0.1442544552333124,0.07821866226060915,0.002790466539435567,0.07342964658855099,0.08322737575262891,0.07821866226060914,0.0027904665394355675,0.07342964658855097,0.08322737575262892,0.1829556608707553,0.005528001584980389,0.17365526973983272,0.19342758909754132,0.12567208256365425,0.002098552012768093,0.12168027072585982,0.12958500347580648,0.09490684060609017,0.004353656064659557,0.08739142922208867,0.10228259596176745,0.3086277434344095,0.0057219601596579595,0.2995850523218663,0.3204201646574625,3081.19,63.566348857478886,2960.7,3222.6749999999997,2300.29,69.99297150861693,2171.225,2435.7,780.9,28.763929431905446,729.375,829.525,100,False,0.0,False,True,False,False,False,True,0.10718503937007873,0.09490684060609017,2.7755575615628914e-17,0,2.7755575615628914e-17,5.551115123125783e-17
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.05,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.09231603361887589,0.0027932467241262304,0.08767899390815757,0.09723900386116098,0.060589965238393405,0.003124747346217191,0.05429844051242298,0.06638386512666736,0.03172606838048248,0.0016258743895161299,0.02875073713080873,0.034701355612107326,0.033209847310172826,0.002429498428423505,0.028582964221893936,0.0382770441355338,0.03172606838048248,0.0016258743895161299,0.02875073713080873,0.034701355612107326,0.03172606838048248,0.0016258743895161294,0.02875073713080873,0.034701355612107326,0.0468999062742831,0.002480178117473993,0.042403327559918436,0.051912569238207903,0.045416127344592765,0.001257411412644691,0.04328507878077056,0.04798291245268741,0.027380117928220572,0.0025938163399169068,0.021820995595015456,0.032274999874217905,0.09231603361887589,0.0027932467241262304,0.08767899390815757,0.09723900386116098,921.6,27.83428595720527,867.85,971.05,604.85,30.661519660297134,538.95,664.15,316.75,16.69837892089704,288.425,344.525,100,False,0.0,False,True,False,False,False,True,0.032882792011297145,0.027380117928220572,6.938893903907228e-18,0,6.938893903907228e-18,1.3877787807814457e-17
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.1595168886095478,0.003983847597540777,0.15287578632367002,0.16687837376550535,0.10845019122311493,0.004978204244308411,0.1004014470859967,0.11815580217088789,0.05106669738643286,0.002215827750685145,0.047350226076061035,0.05509284666448555,0.06058309307000218,0.0031560957961073235,0.05431603266421512,0.06654546890971838,0.05106669738643286,0.002215827750685145,0.047350226076061035,0.05509284666448555,0.05106669738643286,0.0022158277506851443,0.047350226076061035,0.055092846664485544,0.08451664214655855,0.003711421234060517,0.07821981238749179,0.09174847280422668,0.07500024646298924,0.0015918953309714972,0.07154710213134483,0.07754346073670437,0.04786709815311275,0.0037931947007729555,0.04075806841789985,0.0539409717102131,0.1595168886095478,0.003983847597540777,0.15287578632367002,0.16687837376550535,1592.49,40.37113054917068,1513.7,1677.0749999999998,1082.68,49.88489376818023,994.9,1170.525,509.81,22.25730841269397,474.475,550.525,100,False,0.0,False,True,False,False,False,True,0.058717615284585384,0.04786709815311275,1.3877787807814457e-17,0,1.3877787807814457e-17,2.7755575615628914e-17
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.2681907289393449,0.005452233185897047,0.2587047463676139,0.2807246319130232,0.1898463166823815,0.00610777987510326,0.17770903627498016,0.20275191710311882,0.07834441225696345,0.002450726234922359,0.07434664921057085,0.08288574238050858,0.10846670087897284,0.0049684110450461385,0.1003874576587356,0.11825790287770767,0.07834441225696345,0.002450726234922359,0.07434664921057085,0.08288574238050858,0.07834441225696344,0.0024507262349223588,0.07434664921057085,0.08288574238050858,0.14915650878067718,0.005127198886579927,0.14109632796343158,0.15873244951408153,0.11903422015866778,0.002194229880797453,0.11459463185954592,0.12312276284839405,0.08137961580340863,0.0043390659064273225,0.07222105945606337,0.08863648323891787,0.2681907289393449,0.005452233185897047,0.2587047463676139,0.2807246319130232,2677.5,60.16467301322163,2541.0,2796.2,1895.36,64.05813647371306,1761.15,2009.1499999999999,782.14,25.058323885679105,740.0,827.0,100,False,0.0,False,True,False,False,False,True,0.09218356026222896,0.08137961580340863,2.7755575615628914e-17,0,2.7755575615628914e-17,4.163336342344337e-17
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.06646718692620995,0.0023234133802037117,0.06232683726368103,0.07116026514512201,0.040975293534546084,0.002666300154973254,0.0362459884795747,0.04583595187392701,0.025491893391663866,0.0012043593994923722,0.02317328774639242,0.027479952703278167,0.02211507812056466,0.002137166837915614,0.018281070002643236,0.026465922374102432,0.025491893391663866,0.0012043593994923722,0.02317328774639242,0.027479952703278167,0.02549189339166387,0.0012043593994923722,0.02317328774639242,0.027479952703278163,0.03154518582755537,0.002202725511666335,0.027518541207343157,0.03533711163142906,0.034922001098654586,0.0011000782319365108,0.033098185762352766,0.037139479639387615,0.01886021541398142,0.0019862725140348653,0.015103437477000626,0.022677080195323968,0.06646718692620995,0.0023234133802037117,0.06232683726368103,0.07116026514512201,663.57,23.75857314696735,623.475,709.0999999999999,409.05,26.461092077603183,362.475,457.04999999999995,254.52,12.67023873077968,229.95,273.0,100,False,0.0,False,True,False,False,False,True,0.024766262184205298,0.01886021541398142,6.938893903907228e-18,0,6.938893903907228e-18,1.3877787807814457e-17
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.1205818229866732,0.0031482861139205125,0.11552607306567693,0.12664832470587678,0.07590854813830493,0.003750480918457327,0.0689601614508585,0.0831064178930911,0.04467327484836827,0.0018548764830066135,0.0411348395983654,0.047931189175686895,0.041013820544682125,0.0026834635626734097,0.03634597073807777,0.04578299111532719,0.04467327484836827,0.0018548764830066135,0.0411348395983654,0.047931189175686895,0.04467327484836827,0.0018548764830066148,0.041134839598365405,0.0479311891756869,0.05846118434149353,0.0028414159513782933,0.053673947161498585,0.06358941372779503,0.06212063864517968,0.001422192730342335,0.059784516573176585,0.06529372127464993,0.034894727593622804,0.0031999358101106844,0.02912697383791303,0.04132787640929674,0.1205818229866732,0.0031482861139205125,0.11552607306567693,0.12664832470587678,1203.82,32.84256292365045,1136.425,1259.575,757.82,37.778295302456364,689.95,831.525,446.0,19.0496427496394,410.75,477.575,100,False,0.0,False,True,False,False,False,True,0.04256384576865296,0.034894727593622804,1.3877787807814457e-17,0,1.3877787807814457e-17,2.0816681711721685e-17
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.21380926794975608,0.0043327898511805,0.20611539316609168,0.22252388649172317,0.13807534920956108,0.004986144659940775,0.12920869949843355,0.14729383987081915,0.07573391874019503,0.0025451682852232044,0.07112264614654484,0.08131484243018579,0.07589207450224734,0.0037505532795497807,0.06911541034193786,0.08278448236543501,0.07573391874019503,0.0025451682852232044,0.07112264614654484,0.08131484243018579,0.07573391874019503,0.0025451682852232044,0.07112264614654484,0.0813148424301858,0.10698371185590419,0.0039522759271064505,0.09947578632051923,0.11386578869768599,0.10682555609385185,0.0021586813001626686,0.10305590685909834,0.11161728302259316,0.06218327470731373,0.003921050487975698,0.05471329916339341,0.07061995731735624,0.21380926794975608,0.0043327898511805,0.20611539316609168,0.22252388649172317,2134.6,48.71292944331613,2034.375,2227.0,1378.53,52.66483598659498,1275.75,1484.4499999999998,756.07,25.747905671425908,708.325,814.3,100,False,0.0,False,True,False,False,False,True,0.07197610751617722,0.06218327470731373,1.3877787807814457e-17,0,2.7755575615628914e-17,2.7755575615628914e-17
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,0.4998516,0.0014397921567175734,0.49716325,0.50251725,0.6665583367532322,0.004532176285414401,0.6568240752777524,0.675078206457166,0.07164265384631192,0.002275333215532287,0.0675812930263548,0.07594267498824539,0.0020078606819036574,0.0016028404345517567,-0.0011709201752605916,0.004784342324957826,0.06963479316440827,0.0023480419519127382,0.06528376024167346,0.07391983032217318,0.0006965054061497767,0.0012498310311038754,-0.0016115236300876649,0.003315675424911342,0.06963479316440827,0.0023480419519127382,0.06528376024167346,0.07391983032217318,0.06963479316440827,0.0023480419519127382,0.06528376024167346,0.07391983032217318,0.0013521830440267168,0.0011419274219313532,-0.000604370094604295,0.003385938130371722,0.07029047080228522,0.002093400058272048,0.06661305041632641,0.073871780281244,0.0013113552757538808,0.0017453816723150652,-0.002118283018447328,0.004210525342540024,0.07164265384631192,0.002275333215532287,0.0675812930263548,0.07594267498824539,715.24,23.420667726768094,669.425,760.0999999999999,20.03,15.99397298100668,-11.625,47.62499999999996,695.21,24.54609969223237,645.95,741.625,100,False,0.11,False,False,False,False,False,False,0.005224555410429016,0.0017950424180267757,0.0,0,0.0,0.0
