availability_target_fraction,availability_relation,availability_slope,model_quality,score_noise_sd,expected_score_latent_correlation,nominal_fraction,mean_realized_available_fraction,sd_realized_available_fraction,q025_realized_available_fraction,q975_realized_available_fraction,mean_event_availability_ceiling,sd_event_availability_ceiling,q025_event_availability_ceiling,q975_event_availability_ceiling,mean_naive_top_fraction_effect,sd_naive_top_fraction_effect,q025_naive_top_fraction_effect,q975_naive_top_fraction_effect,mean_availability_effect_at_all_budget,sd_availability_effect_at_all_budget,q025_availability_effect_at_all_budget,q975_availability_effect_at_all_budget,mean_capacity_effect_within_available_subset,sd_capacity_effect_within_available_subset,q025_capacity_effect_within_available_subset,q975_capacity_effect_within_available_subset,mean_distortion_top_fraction_minus_fixed_budget,sd_distortion_top_fraction_minus_fixed_budget,q025_distortion_top_fraction_minus_fixed_budget,q975_distortion_top_fraction_minus_fixed_budget,mean_naive_delta_true_positive_n,sd_naive_delta_true_positive_n,q025_naive_delta_true_positive_n,q975_naive_delta_true_positive_n,mean_availability_delta_true_positive_n,sd_availability_delta_true_positive_n,q025_availability_delta_true_positive_n,q975_availability_delta_true_positive_n,mean_capacity_delta_true_positive_n,sd_capacity_delta_true_positive_n,q025_capacity_delta_true_positive_n,q975_capacity_delta_true_positive_n,max_abs_identity_error,max_abs_tp_identity_error,replicates
0.5,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.05,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.11360792908124098,0.003407510688498994,0.1074931337155359,0.11965221156089419,0.07695048817381835,0.0038237615908102594,0.06947734642543384,0.08352702252664465,0.036657440907422637,0.0018295273753145618,0.03362016944242095,0.04008192438253273,0.036657440907422637,0.0018295273753145616,0.033620169442420945,0.04008192438253273,1134.18,34.698522659437174,1071.375,1198.35,768.21,38.29716211761161,690.95,830.0999999999999,365.97,18.520234634288272,334.425,402.0,6.938893903907228e-18,0,100
0.5,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.1,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.19108384633647046,0.004315133625794309,0.18372983649218136,0.19862240172850376,0.13544864259769474,0.005043101267469587,0.12592852981786226,0.14404790062547826,0.055635203738775695,0.0022797933445747017,0.052101106629394,0.0598613837273008,0.05563520373877569,0.002279793344574702,0.052101106629394,0.05986138372730079,1907.63,43.92915669667252,1823.275,1991.625,1352.21,50.62085149481986,1247.65,1434.4999999999998,555.42,22.93653078485158,519.475,598.525,1.3877787807814457e-17,0,100
0.5,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.2,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.3086277434344095,0.0057219601596579595,0.2995850523218663,0.3204201646574625,0.23040908117380038,0.00670834797630649,0.21902361126654524,0.2444900989093783,0.07821866226060915,0.002790466539435567,0.07342964658855099,0.08322737575262891,0.07821866226060914,0.0027904665394355675,0.07342964658855097,0.08322737575262892,3081.19,63.566348857478886,2960.7,3222.6749999999997,2300.29,69.99297150861693,2171.225,2435.7,780.9,28.763929431905446,729.375,829.525,2.7755575615628914e-17,0,100
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.05,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.09231603361887589,0.0027932467241262304,0.08767899390815757,0.09723900386116098,0.060589965238393405,0.003124747346217191,0.05429844051242298,0.06638386512666736,0.03172606838048248,0.0016258743895161299,0.02875073713080873,0.034701355612107326,0.03172606838048248,0.0016258743895161294,0.02875073713080873,0.034701355612107326,921.6,27.83428595720527,867.85,971.05,604.85,30.661519660297134,538.95,664.15,316.75,16.69837892089704,288.425,344.525,6.938893903907228e-18,0,100
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.1595168886095478,0.003983847597540777,0.15287578632367002,0.16687837376550535,0.10845019122311493,0.004978204244308411,0.1004014470859967,0.11815580217088789,0.05106669738643286,0.002215827750685145,0.047350226076061035,0.05509284666448555,0.05106669738643286,0.0022158277506851443,0.047350226076061035,0.055092846664485544,1592.49,40.37113054917068,1513.7,1677.0749999999998,1082.68,49.88489376818023,994.9,1170.525,509.81,22.25730841269397,474.475,550.525,1.3877787807814457e-17,0,100
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.2681907289393449,0.005452233185897047,0.2587047463676139,0.2807246319130232,0.1898463166823815,0.00610777987510326,0.17770903627498016,0.20275191710311882,0.07834441225696345,0.002450726234922359,0.07434664921057085,0.08288574238050858,0.07834441225696344,0.0024507262349223588,0.07434664921057085,0.08288574238050858,2677.5,60.16467301322163,2541.0,2796.2,1895.36,64.05813647371306,1761.15,2009.1499999999999,782.14,25.058323885679105,740.0,827.0,2.7755575615628914e-17,0,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.06646718692620995,0.0023234133802037117,0.06232683726368103,0.07116026514512201,0.040975293534546084,0.002666300154973254,0.0362459884795747,0.04583595187392701,0.025491893391663866,0.0012043593994923722,0.02317328774639242,0.027479952703278167,0.02549189339166387,0.0012043593994923722,0.02317328774639242,0.027479952703278163,663.57,23.75857314696735,623.475,709.0999999999999,409.05,26.461092077603183,362.475,457.04999999999995,254.52,12.67023873077968,229.95,273.0,6.938893903907228e-18,0,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.1205818229866732,0.0031482861139205125,0.11552607306567693,0.12664832470587678,0.07590854813830493,0.003750480918457327,0.0689601614508585,0.0831064178930911,0.04467327484836827,0.0018548764830066135,0.0411348395983654,0.047931189175686895,0.04467327484836827,0.0018548764830066148,0.041134839598365405,0.0479311891756869,1203.82,32.84256292365045,1136.425,1259.575,757.82,37.778295302456364,689.95,831.525,446.0,19.0496427496394,410.75,477.575,1.3877787807814457e-17,0,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,0.5002464999999998,0.0016309731711001527,0.49750700000000003,0.50323825,0.3337274958562624,0.0044128850965869685,0.3271726699832806,0.3432987904203981,0.21380926794975608,0.0043327898511805,0.20611539316609168,0.22252388649172317,0.13807534920956108,0.004986144659940775,0.12920869949843355,0.14729383987081915,0.07573391874019503,0.0025451682852232044,0.07112264614654484,0.08131484243018579,0.07573391874019503,0.0025451682852232044,0.07112264614654484,0.0813148424301858,2134.6,48.71292944331613,2034.375,2227.0,1378.53,52.66483598659498,1275.75,1484.4499999999998,756.07,25.747905671425908,708.325,814.3,1.3877787807814457e-17,0,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,0.4998516,0.0014397921567175734,0.49716325,0.50251725,0.6665583367532322,0.004532176285414401,0.6568240752777524,0.675078206457166,0.07164265384631192,0.002275333215532287,0.0675812930263548,0.07594267498824539,0.0020078606819036574,0.0016028404345517567,-0.0011709201752605916,0.004784342324957826,0.06963479316440827,0.0023480419519127382,0.06528376024167346,0.07391983032217318,0.06963479316440827,0.0023480419519127382,0.06528376024167346,0.07391983032217318,715.24,23.420667726768094,669.425,760.0999999999999,20.03,15.99397298100668,-11.625,47.62499999999996,695.21,24.54609969223237,645.95,741.625,0.0,0,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.1,0.4998516,0.0014397921567175734,0.49716325,0.50251725,0.6665583367532322,0.004532176285414401,0.6568240752777524,0.675078206457166,0.11623330176331109,0.0030165809304775215,0.11125958487906595,0.12247965843084742,0.006233341179203809,0.002492659683192373,0.000735313961983218,0.010700296578004106,0.10999996058410728,0.003003588886048351,0.10461310375830013,0.11690381293100148,0.10999996058410728,0.003003588886048351,0.10461310375830013,0.11690381293100148,1160.36,29.737070019309794,1108.0,1217.1499999999999,62.17,24.747637373203034,7.375,107.19999999999993,1098.19,31.753372524295223,1042.95,1169.0,0.0,0,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.2,0.4998516,0.0014397921567175734,0.49716325,0.50251725,0.6665583367532322,0.004532176285414401,0.6568240752777524,0.675078206457166,0.1795277417947176,0.0035348845228902956,0.17282792931957228,0.18725832041756565,0.020048508080836296,0.0038285690523157845,0.012035776580586192,0.026976463191645355,0.15947923371388129,0.0032643822863912693,0.15399802030440093,0.16511103093505186,0.15947923371388129,0.0032643822863912693,0.15399802030440093,0.16511103093505186,1792.29,37.44579786541846,1701.425,1871.25,200.14,38.172394700512534,120.9,268.15,1592.15,35.00140689813032,1527.475,1655.925,0.0,0,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.05,0.4998516,0.0014397921567175734,0.49716325,0.50251725,0.6665583367532322,0.004532176285414401,0.6568240752777524,0.675078206457166,0.057251644293637625,0.0020590156832758196,0.053940402300575896,0.06084244476444195,-0.0028917157109228596,0.0018331021065020317,-0.00601342005270831,0.00041521794219172823,0.060143360004560484,0.001881735616810168,0.057090688634822265,0.06334844879889459,0.060143360004560484,0.001881735616810168,0.057090688634822265,0.06334844879889459,571.55,20.587028867123042,536.95,605.05,-28.89,18.344016171300364,-60.525,4.149999999999949,600.44,19.522232857887328,569.425,632.05,0.0,0,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.1,0.4998516,0.0014397921567175734,0.49716325,0.50251725,0.6665583367532322,0.004532176285414401,0.6568240752777524,0.675078206457166,0.09609501743764737,0.0027468571239146985,0.09164722074904665,0.10198293933853088,-0.0040634329787518405,0.0028054646159779394,-0.00912137374431303,0.0009605163853796448,0.10015845041639922,0.003040534932266376,0.09445313725001721,0.10646571088388077,0.10015845041639922,0.003040534932266376,0.09445313725001721,0.10646571088388077,959.34,27.819119941929046,913.9,1012.675,-40.59,28.082524491544234,-91.525,9.624999999999957,999.93,31.523361547149808,930.175,1058.1,0.0,0,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.2,0.4998516,0.0014397921567175734,0.49716325,0.50251725,0.6665583367532322,0.004532176285414401,0.6568240752777524,0.675078206457166,0.15579831142360254,0.003432880407804025,0.14959965131465205,0.16300551015719011,-0.001539634936971422,0.0038518123857823063,-0.008130859961896286,0.005275872160938007,0.15733794636057394,0.004141855071829264,0.14784263911720338,0.16406082425650398,0.15733794636057394,0.004141855071829264,0.14784263911720338,0.16406082425650398,1555.43,37.590632564053195,1470.425,1613.725,-15.36,38.48665517114505,-81.1,52.19999999999993,1570.79,43.917575460667614,1475.85,1649.1,0.0,0,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.05,0.4998516,0.0014397921567175734,0.49716325,0.50251725,0.6665583367532322,0.004532176285414401,0.6568240752777524,0.675078206457166,0.03922600322477315,0.0018374172402253486,0.035965943555495795,0.042662008990348325,-0.009744279554426914,0.0019131849547069544,-0.013268337656512386,-0.005616286555740893,0.04897028277920007,0.0017417329771590867,0.046034060624591346,0.05192491881383219,0.04897028277920007,0.0017417329771590867,0.046034060624591346,0.05192491881383219,391.6,18.378182058015852,359.0,424.525,-97.3,19.205691496496186,-133.05,-55.95000000000002,488.9,18.039518907782504,455.475,517.525,0.0,0,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.1,0.4998516,0.0014397921567175734,0.49716325,0.50251725,0.6665583367532322,0.004532176285414401,0.6568240752777524,0.675078206457166,0.06991484965354691,0.00242133305954598,0.06564498022217433,0.07532227706574954,-0.01764638295142975,0.002741469218743941,-0.023013356928553497,-0.012195740928615233,0.08756123260497667,0.0025341993706867673,0.0832399885468901,0.09277240248758585,0.08756123260497667,0.0025341993706867673,0.0832399885468901,0.09277240248758585,697.99,24.82524578494296,648.425,750.0999999999999,-176.2,27.58824226207808,-231.1,-121.90000000000003,874.19,27.193914574753485,823.95,927.05,0.0,0,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.2,0.4998516,0.0014397921567175734,0.49716325,0.50251725,0.6665583367532322,0.004532176285414401,0.6568240752777524,0.675078206457166,0.1203684476548295,0.0027539829414335243,0.11621512754520588,0.12635909156752378,-0.030449284583418078,0.004093277963615891,-0.03735179670154609,-0.022844813860869142,0.15081773223824757,0.0037480776474885687,0.14421531088214043,0.1580689585914074,0.15081773223824757,0.0037480776474885687,0.14421531088214043,0.1580689585914074,1201.71,29.854629270665693,1153.0,1257.575,-303.95,40.65384174324548,-376.575,-226.95000000000002,1505.66,38.684483878285015,1438.95,1582.1499999999999,0.0,0,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.05,0.500004,0.00148725358709375,0.4973585,0.5027495,0.5003147766431847,0.004916178531935806,0.4917886715951178,0.5108267245843088,0.08430420198632946,0.002475609676929548,0.07998820235744701,0.08909922826139512,0.02719422191072626,0.0031040858089990734,0.02148599874841354,0.03431187839831279,0.05710998007560319,0.002142976358438741,0.05266883777493728,0.06092943970510321,0.05710998007560319,0.002142976358438741,0.05266883777493728,0.06092943970510321,841.63,25.145096114070803,794.475,889.8249999999999,271.49,31.094023265384667,215.225,340.92499999999984,570.14,21.555200455265236,528.85,608.525,0.0,0,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.1,0.500004,0.00148725358709375,0.4973585,0.5027495,0.5003147766431847,0.004916178531935806,0.4917886715951178,0.5108267245843088,0.14134468785282256,0.003253030838192831,0.13583013491366874,0.1477995429999257,0.05465585533028527,0.003798536248552592,0.04642381652278915,0.06154389254081528,0.08668883252253727,0.0024653049118104143,0.08259588961893019,0.09146383996638766,0.08668883252253727,0.0024653049118104143,0.08259588961893019,0.09146383996638766,1411.08,33.36261743964706,1354.225,1484.6999999999998,545.59,37.28950213796062,464.425,608.5749999999999,865.49,26.862724351710117,810.9,915.0,0.0,0,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.2,0.500004,0.00148725358709375,0.4973585,0.5027495,0.5003147766431847,0.004916178531935806,0.4917886715951178,0.5108267245843088,0.22789645585163051,0.004017674567457813,0.22101019349196468,0.2360611660055621,0.109374464610505,0.005944506749245574,0.09814442362250282,0.12098916280300023,0.11852199124112549,0.0035015205870055546,0.11315591737991385,0.12461824963499933,0.11852199124112549,0.0035015205870055546,0.11315591737991385,0.12461824963499933,2275.18,43.699936435244894,2200.0,2361.875,1091.95,60.367121796052146,980.95,1209.7749999999999,1183.23,35.42608038884872,1132.425,1253.05,0.0,0,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.05,0.500004,0.00148725358709375,0.4973585,0.5027495,0.5003147766431847,0.004916178531935806,0.4917886715951178,0.5108267245843088,0.06775952439950376,0.002291397648904644,0.0639329553178087,0.07149720390387314,0.01839771807246004,0.003004215762474403,0.012918972454745109,0.02344527980504887,0.04936180632704372,0.001913218112769828,0.0453985192530474,0.05284513498138588,0.04936180632704372,0.001913218112769828,0.0453985192530474,0.05284513498138588,676.45,22.86692949756186,637.475,721.5749999999999,183.63,29.77683154685362,130.125,235.14999999999995,492.82,19.98958314581458,449.7,527.0,0.0,0,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.1,0.500004,0.00148725358709375,0.4973585,0.5027495,0.5003147766431847,0.004916178531935806,0.4917886715951178,0.5108267245843088,0.11735740307618339,0.0030880759351739418,0.11160547801397527,0.12411307263472161,0.03736261064130957,0.004065820916532022,0.028947444784660947,0.04626808766502542,0.0799947924348738,0.002789968289655148,0.07538005456509086,0.08566529504531689,0.0799947924348738,0.002789968289655148,0.07538005456509086,0.08566529504531689,1171.59,30.755173663478267,1111.475,1235.8749999999998,372.94,40.09403593019437,291.9,458.62499999999994,798.65,29.357557146604712,745.375,854.525,1.3877787807814457e-17,0,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.2,0.500004,0.00148725358709375,0.4973585,0.5027495,0.5003147766431847,0.004916178531935806,0.4917886715951178,0.5108267245843088,0.19717854769909438,0.0038520020167717027,0.19060093554821542,0.205613944094456,0.078292646594505,0.005025747127902066,0.0699785544122133,0.08672437466975826,0.11888590110458935,0.0026592839277487577,0.11329224229058832,0.12432868642775,0.11888590110458935,0.0026592839277487577,0.11329224229058832,0.12432868642775,1968.51,41.155407612579616,1904.9,2046.575,781.65,50.935367046499394,695.275,865.3999999999999,1186.86,27.052519067155057,1135.75,1239.1999999999998,0.0,0,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.05,0.500004,0.00148725358709375,0.4973585,0.5027495,0.5003147766431847,0.004916178531935806,0.4917886715951178,0.5108267245843088,0.04864788700146953,0.0019091418973869974,0.04593889749687525,0.052527858930387306,0.008932336848957778,0.002456401676714672,0.0038987340879367617,0.013444350020957408,0.03971555015251174,0.0017348768730322205,0.03658835798943867,0.043089171795926993,0.03971555015251174,0.0017348768730322205,0.03658835798943867,0.043089171795926993,485.65,18.85584602432172,455.9,523.675,89.14,24.38413957116926,39.375,134.575,396.51,17.905754957724085,362.95,433.04999999999995,0.0,0,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.1,0.500004,0.00148725358709375,0.4973585,0.5027495,0.5003147766431847,0.004916178531935806,0.4917886715951178,0.5108267245843088,0.08858106986396534,0.0025977202024980786,0.08400771950435572,0.09402945723381544,0.019627836644446787,0.0034014654796489575,0.01245953558346447,0.026708737024716555,0.06895323321951854,0.0022135835620294814,0.06509009693376148,0.07346917258070243,0.06895323321951854,0.0022135835620294814,0.06509009693376148,0.07346917258070243,884.33,26.447987836621156,828.0,946.8249999999999,195.92,33.8068428910868,125.425,266.525,688.41,23.37359945569256,645.0,733.675,0.0,0,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.2,0.500004,0.00148725358709375,0.4973585,0.5027495,0.5003147766431847,0.004916178531935806,0.4917886715951178,0.5108267245843088,0.15761409096561732,0.0033935759141231836,0.15091419867831288,0.163737400393803,0.042302133720988254,0.004649959721535719,0.03340968407362807,0.052791810716510505,0.11531195724462905,0.0029607084511169223,0.10947762270498841,0.12093499385579749,0.11531195724462905,0.0029607084511169223,0.10947762270498841,0.12093499385579749,1573.55,37.02043525220397,1499.225,1642.525,422.35,46.77074433075151,333.8,524.5749999999999,1151.2,30.65513617222037,1087.375,1212.1999999999998,0.0,0,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.05,0.7001311999999998,0.0013386419169509754,0.6978489999999999,0.70266775,0.5422816657110628,0.004552585989274422,0.5331772841111645,0.5504267502491129,0.08132456519774602,0.0032082771096654567,0.0750602358330958,0.08631663746345049,0.05408180826550429,0.0034481168110484742,0.046962025440222224,0.060196153530405146,0.027242756932241714,0.0013278332973786118,0.0246681647390358,0.029655027843501852,0.027242756932241714,0.0013278332973786118,0.0246681647390358,0.029655027843501852,811.91,33.05003705739147,746.475,867.15,539.9,34.440550447858925,471.425,595.5749999999999,272.01,14.085951881361813,241.9,299.62499999999994,0.0,0,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.1,0.7001311999999998,0.0013386419169509754,0.6978489999999999,0.70266775,0.5422816657110628,0.004552585989274422,0.5331772841111645,0.5504267502491129,0.1357825694586371,0.003914482766991962,0.12839580070615564,0.14302546166551314,0.0932759526013227,0.004535178240856752,0.08456096542893789,0.1017009735734801,0.0425066168573144,0.0017808437435970375,0.03919580407248261,0.04576519329026921,0.0425066168573144,0.0017808437435970375,0.03919580407248261,0.04576519329026921,1355.55,39.73888892419229,1281.475,1434.575,931.18,45.22097930935341,846.475,1018.0,424.37,18.28376494614992,389.95,461.525,0.0,0,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.2,0.7001311999999998,0.0013386419169509754,0.6978489999999999,0.70266775,0.5422816657110628,0.004552585989274422,0.5331772841111645,0.5504267502491129,0.21767976090697125,0.005254812624976385,0.20963188672972533,0.2281262088584511,0.15622655166940547,0.006155241228600978,0.14520975282287926,0.16790763522812518,0.06145320923756582,0.0024424327911389014,0.05611953022939739,0.06617130003193042,0.06145320923756582,0.0024424327911389014,0.05611953022939739,0.06617130003193042,2173.21,56.10763375563584,2070.125,2289.1,1559.69,63.08607155499877,1450.475,1684.7749999999999,613.52,25.084696932632458,563.95,662.5749999999999,0.0,0,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.05,0.7001311999999998,0.0013386419169509754,0.6978489999999999,0.70266775,0.5422816657110628,0.004552585989274422,0.5331772841111645,0.5504267502491129,0.06669296208115279,0.0028462392159247997,0.06158006000228799,0.07219917359198173,0.04355591284363292,0.002980403514559352,0.038495505156981566,0.049241843685966624,0.023137049237519868,0.0011119089391206853,0.020765040154979205,0.025165468200703096,0.023137049237519865,0.0011119089391206855,0.020765040154979205,0.025165468200703096,665.81,28.579393226094165,618.325,721.625,434.81,29.55894470581134,381.425,492.04999999999995,231.0,11.51547048999999,208.0,251.52499999999998,6.938893903907228e-18,0,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,0.7001311999999998,0.0013386419169509754,0.6978489999999999,0.70266775,0.5422816657110628,0.004552585989274422,0.5331772841111645,0.5504267502491129,0.11428343996762491,0.0036249383298799748,0.10748251944530247,0.12227594437914566,0.07576867434752074,0.004196796186763179,0.06645462056093841,0.08488696016944895,0.038514765620104176,0.0018831977783780609,0.03496896684102642,0.0420342952265942,0.038514765620104176,0.0018831977783780609,0.03496896684102642,0.0420342952265942,1140.92,36.70072247658117,1080.375,1221.925,756.38,41.476969391446495,671.9,847.7249999999999,384.54,19.62034606723286,350.475,421.525,0.0,0,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,0.7001311999999998,0.0013386419169509754,0.6978489999999999,0.70266775,0.5422816657110628,0.004552585989274422,0.5331772841111645,0.5504267502491129,0.19011380014028753,0.00463255962713192,0.1810513961236621,0.19862943629476945,0.13016770330703528,0.005644489170385496,0.1182668306973671,0.140712054070752,0.05994609683325228,0.002301654779480211,0.05570327267918446,0.06476694359058036,0.05994609683325228,0.002301654779480211,0.05570327267918446,0.06476694359058036,1898.04,50.73837031500147,1806.0,1994.525,1299.55,58.010339552096184,1180.175,1401.4999999999998,598.49,24.058638382254323,558.425,643.525,0.0,0,100
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,0.7001311999999998,0.0013386419169509754,0.6978489999999999,0.70266775,0.5422816657110628,0.004552585989274422,0.5331772841111645,0.5504267502491129,0.047595225154558544,0.0022587128142301563,0.04369537806661176,0.052439970526932826,0.029225622411381314,0.002461342838952193,0.025469537500037127,0.034573187932618564,0.018369602743177237,0.0012191915355184272,0.01634014957297339,0.021116502052837185,0.018369602743177237,0.0012191915355184272,0.01634014957297339,0.021116502052837185,475.17,22.95936463063436,436.475,519.1999999999999,291.76,24.52132446535777,254.475,344.67499999999995,183.41,12.513503816988182,161.0,210.09999999999997,0.0,0,100
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,0.7001311999999998,0.0013386419169509754,0.6978489999999999,0.70266775,0.5422816657110628,0.004552585989274422,0.5331772841111645,0.5504267502491129,0.08572748167565786,0.002898310821268748,0.08049437177168373,0.09266049712165057,0.05337402508288592,0.0031104843098126605,0.04795740509987253,0.06027275743256726,0.032353456592771945,0.0017077163247683643,0.029583269210212548,0.03565098038505817,0.032353456592771945,0.0017077163247683643,0.029583269210212548,0.03565098038505817,855.86,29.88057711773467,794.425,918.675,532.84,31.105139398011012,481.9,597.625,323.02,17.62801947772553,292.475,356.525,0.0,0,100
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,0.7001311999999998,0.0013386419169509754,0.6978489999999999,0.70266775,0.5422816657110628,0.004552585989274422,0.5331772841111645,0.5504267502491129,0.15110803992667787,0.004027150360081865,0.1431936217868432,0.15810811063663155,0.09519854493499931,0.00471311650776086,0.08708018470057044,0.10277577328201645,0.05590949499167856,0.0022575181958884877,0.05099344980737338,0.05999607821700742,0.05590949499167856,0.0022575181958884877,0.05099344980737338,0.05999607821700742,1508.63,43.91604823898996,1426.975,1590.1499999999999,950.43,48.14734434708489,864.375,1026.05,558.2,23.71761481526447,506.7,601.05,0.0,0,100
0.7,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,0.7000363999999999,0.00158020361812884,0.696429,0.702597,0.8288756835164931,0.003763246119433594,0.8220703619082088,0.8348949553124522,0.04136095269273971,0.0016717896871663305,0.038222608730296065,0.044391021110107544,0.0006813610850490353,0.0009879361134248665,-0.001047089821779834,0.002552851718546036,0.04067959160769068,0.0017638568095633238,0.03745413632997263,0.04404451686464115,0.04067959160769068,0.0017638568095633238,0.03745413632997263,0.04404451686464115,412.93,17.154234980837174,380.9,443.04999999999995,6.79,9.858898457123837,-10.525,25.52499999999999,406.14,18.3170837077182,371.8,439.04999999999995,0.0,0,100
